Object ID,Asset ID,Map Label,Asset Name,Asset Type,Asset Subtype,Quantity,Functional Area ID,Property ID,Facility ID,Floor ID,Geom
274,148216,Trash Can,Softball Field Trash Cans,Trash Can,,3,51,52,30,,"(37.7558107429, -122.39645216)"
275,148216,Trash Can,Softball Field Trash Cans,Trash Can,,3,51,52,30,,"(37.7552955998, -122.396366187)"
276,148216,Trash Can,Softball Field Trash Cans,Trash Can,,3,51,52,30,,"(37.7560003173, -122.397053013)"
277,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7560322161, -122.397700453)"
278,148217,Trash Can,DG Pathway Trash Cans,Trash Can,,3,36294,52,36293,,"(37.7560659012, -122.397704461)"
279,148217,Trash Can,DG Pathway Trash Cans,Trash Can,,3,36294,52,36293,,"(37.7561018105, -122.396793816)"
280,148217,Trash Can,DG Pathway Trash Cans,Trash Can,,3,36294,52,36293,,"(37.7560928953, -122.396881753)"
284,148213,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,,1,12685,52,506,,"(37.7563628135, -122.396731207)"
285,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7563895588, -122.396933411)"
286,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7563565904, -122.397428498)"
287,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7564912285, -122.397450831)"
296,148215,Trash Can,Basketball Court Trash Cans,Trash Can,,1,127,52,90,,"(37.7568100856, -122.397078508)"
305,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7569085617, -122.397613952)"
306,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7569024676, -122.397556302)"
307,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7568875628, -122.397500638)"
308,148214,Trash Can,Turf Trash Cans,Trash Can,,8,11890,52,11855,,"(37.7568622347, -122.397438074)"
318,149029,Trash Can,Children's Play Area Trash Cans,Trash Can,,3,559,70,493,,"(37.7391631752, -122.449312332)"
319,149029,Trash Can,Children's Play Area Trash Cans,Trash Can,,3,559,70,493,,"(37.7391684732, -122.449310995)"
320,149029,Trash Can,Children's Play Area Trash Cans,Trash Can,,3,559,70,493,,"(37.7391734774, -122.44930965)"
322,149030,Trash Can,Softball Field Trash Cans,Trash Can,,1,41,70,25,,"(37.7389028555, -122.4493151)"
323,149031,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,36258,70,36257,,"(37.738405856, -122.449043339)"
324,149031,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,36258,70,36257,,"(37.7384394141, -122.449034623)"
325,152623,Trash Can,Softball Field Trash Can,Trash Can,,1,36,13,21,,"(37.7244177823, -122.473898325)"
326,152628,Trash Can,Turf Area Trash Can,Trash Can,,1,11946,13,11839,,"(37.7248628403, -122.473538528)"
327,152627,Trash Can,Basketball Court Trash Can,Trash Can,,1,105,13,71,,"(37.7249093263, -122.473880523)"
328,152626,Trash Can,Multi-Use Paved Playfield Trash Can,Trash Can,,2,648,13,554,,"(37.7250779858, -122.473926593)"
329,152626,Trash Can,Multi-Use Paved Playfield Trash Can,Trash Can,,2,648,13,554,,"(37.7252182277, -122.474142289)"
340,150409,Trash Can,Concrete Pathway Trash Cans,Trash Can,,1,36381,31,36376,,"(37.7335478831, -122.421487454)"
350,150410,Trash Can,DPA Hardscape Trash Cans,Trash Can,,2,36381,31,36376,,"(37.7326630226, -122.420843228)"
351,150410,Trash Can,DPA Hardscape Trash Cans,Trash Can,,2,36381,31,36376,,"(37.7328290944, -122.421008031)"
360,149534,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,3,36400,200,36399,,"(37.7637850861, -122.438421061)"
361,149534,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,3,36400,200,36399,,"(37.7637404031, -122.438590627)"
362,149533,Trash Can,Non-Landscaped Greenspace Trash Cans,Trash Can,,1,85901,200,85900,,"(37.7639207535, -122.438038631)"
364,149769,Trash Can,Turf Trash Cans,Trash Can,,3,19160,63,11808,,"(37.7582628717, -122.427781037)"
369,149765,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,12635,63,12633,,"(37.7582509224, -122.426733727)"
372,148857,Trash Can,Non-Landscaped Greenspace Trash Cans,Trash Can,,1,91376,80,91375,,"(37.7651872621, -122.440870952)"
373,148861,Trash Can,Randall Museum Hardscaped Area Trash Cans,Trash Can,,1,18457,80,18456,,"(37.7652964397, -122.440207991)"
374,148860,Trash Can,Dog Play Area Trash Cans,Trash Can,,2,12469,80,11669,,"(37.7653240312, -122.440167878)"
375,148860,Trash Can,Dog Play Area Trash Cans,Trash Can,,2,12469,80,11669,,"(37.7653220572, -122.440136197)"
376,148867,Trash Can,Natural Area Trash Cans,Trash Can,,2,12470,80,11753,,"(37.7645638252, -122.437078391)"
386,145019,Trash Can,Concrete Pathway Trash Cans,Trash Can,,1,12955,144,12954,,"(37.7940907217, -122.417363923)"
387,145035,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,605,144,530,,"(37.7940626285, -122.417495144)"
388,145025,Trash Can,Perennial Bed Trash Cans,Trash Can,,1,324,144,306,,"(37.7941717628, -122.417366285)"
394,151243,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,57210,137671,57207,,"(37.7134348285, -122.415983325)"
395,151243,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,57210,137671,57207,,"(37.7134238242, -122.415977804)"
396,151243,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,57210,137671,57207,,"(37.7134114344, -122.415972248)"
397,151243,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,57210,137671,57207,,"(37.7133991004, -122.415963202)"
398,151245,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,540,137671,10487,,"(37.7136692306, -122.415980638)"
411,151247,Trash Can,Basketball Court Trash Cans,Trash Can,,1,103,137671,12575,,"(37.7141619904, -122.416548445)"
424,152755,Trash Can,Children's Play Area Trash Can,Trash Can,,4,570,84,501,,"(37.7379823701, -122.484884162)"
425,152755,Trash Can,Children's Play Area Trash Can,Trash Can,,4,570,84,501,,"(37.7377651988, -122.484870757)"
426,152755,Trash Can,Children's Play Area Trash Can,Trash Can,,4,570,84,501,,"(37.7377336054, -122.48486421)"
427,152755,Trash Can,Children's Play Area Trash Can,Trash Can,,4,570,84,501,,"(37.7377646676, -122.484543767)"
435,152763,Trash Can,Bob Chaney Field,Trash Can,,2,48,84,28,,"(37.7387634629, -122.484849896)"
436,152763,Trash Can,Bob Chaney Field,Trash Can,,2,48,84,28,,"(37.7387686307, -122.484812013)"
439,152756,Trash Can,Turf Trash Can,Trash Can,,4,11924,84,11769,,"(37.7388383716, -122.483589904)"
440,152756,Trash Can,Turf Trash Can,Trash Can,,4,11924,84,11769,,"(37.7388444657, -122.483496915)"
441,152756,Trash Can,Turf Trash Can,Trash Can,,4,11924,84,11769,,"(37.7388488909, -122.483413388)"
442,152756,Trash Can,Turf Trash Can,Trash Can,,4,11924,84,11769,,"(37.73885338, -122.483326059)"
467,150526,Trash Can,Picnic Area 2 Trash Cans,Trash Can,,4,465,49,421,,"(37.7510730445, -122.404448191)"
468,150525,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,12680,49,11772,,"(37.7506088562, -122.405531754)"
470,150527,Trash Can,Turf Trash Cans,Trash Can,,5,11888,49,11771,,"(37.7506844633, -122.40495841)"
473,148894,Trash Can,Natural Area Trash Cans,Trash Can,,1,342,179,356,,"(37.7336060302, -122.439198748)"
474,152344,Trash Can,Natural Area Trash Can,Trash Can,,2,12535,92,361,,"(37.7557105924, -122.472039216)"
475,152344,Trash Can,Natural Area Trash Can,Trash Can,,2,12535,92,361,,"(37.7563777819, -122.471084302)"
514,149534,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,3,36400,200,36399,,"(37.7637378216, -122.438485279)"
529,148135,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,536,54,475,,"(37.7638752254, -122.399543589)"
531,148149,Trash Can,Basketball Court Trash Cans,Trash Can,,2,100,54,67,,"(37.7639034759, -122.399566848)"
532,148149,Trash Can,Basketball Court Trash Cans,Trash Can,,2,100,54,67,,"(37.7638562935, -122.399563839)"
536,148136,Trash Can,Tot's Play Area Trash Cans,Trash Can,,1,23209,54,475,,"(37.7639596614, -122.399188781)"
537,148164,Trash Can,Turf Trash Cans,Trash Can,,6,11880,54,11812,,"(37.7640308443, -122.399034654)"
538,148164,Trash Can,Turf Trash Cans,Trash Can,,6,11880,54,11812,,"(37.7640305394, -122.399053576)"
539,148164,Trash Can,Turf Trash Cans,Trash Can,,6,11880,54,11812,,"(37.7640287169, -122.399077868)"
543,148141,Trash Can,Picnic Area Trash Cans,Trash Can,,3,83731,54,83730,,"(37.7642049865, -122.398841692)"
544,148141,Trash Can,Picnic Area Trash Cans,Trash Can,,3,83731,54,83730,,"(37.764176823, -122.398813027)"
545,148141,Trash Can,Picnic Area Trash Cans,Trash Can,,3,83731,54,83730,,"(37.7641433082, -122.39885003)"
546,148164,Trash Can,Turf Trash Cans,Trash Can,,6,11880,54,11812,,"(37.76411653, -122.398957519)"
547,148164,Trash Can,Turf Trash Cans,Trash Can,,6,11880,54,11812,,"(37.7641625827, -122.398897399)"
552,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7761260762, -122.433403874)"
562,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7758672975, -122.434412547)"
581,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7762230909, -122.436193156)"
585,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7768695635, -122.435169615)"
595,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7765494292, -122.436022492)"
597,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7768119374, -122.435817143)"
598,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7766196804, -122.435695492)"
602,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7763033085, -122.435010848)"
603,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7758818731, -122.435482238)"
605,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7757541489, -122.435841777)"
606,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.775928084, -122.435190854)"
609,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7758063441, -122.434784955)"
610,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7759199816, -122.434535646)"
618,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7764863703, -122.434617761)"
619,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7765155794, -122.43477621)"
620,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7764132107, -122.433652651)"
639,147427,Trash Can,Turf Trash Cans,Trash Can,,5,253,122,281,,"(37.7819665063, -122.42662414)"
664,153529,Trash Can,Concrete Pathway Trash Can,Trash Can,,2,55258,25,55254,,"(37.7096232991, -122.447016648)"
667,153530,Trash Can,Basketball Court Trash Can,Trash Can,,1,70,25,42,,"(37.7096537757, -122.44708553)"
669,153531,Trash Can,Tennis Court Trash Can,Trash Can,,1,688,25,613,,"(37.7097526772, -122.44679421)"
679,150583,Trash Can,Turf Trash Cans,Trash Can,,1,11876,38,11824,,"(37.7256759041, -122.393147432)"
680,150584,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,481,38,435,,"(37.7258560017, -122.393388364)"
681,147440,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,56584,115,56583,,"(37.7733260193, -122.427062304)"
682,147440,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,56584,115,56583,,"(37.7733414249, -122.426956659)"
683,147443,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,549,115,483,,"(37.7732501345, -122.426702291)"
688,147440,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,56584,115,56583,,"(37.7732605888, -122.426410516)"
696,148570,Trash Can,Parking Lot Trash Can,Trash Can,,4,414,172,394,,"(37.7834620551, -122.477732683)"
697,148570,Trash Can,Parking Lot Trash Can,Trash Can,,4,414,172,394,,"(37.7834622501, -122.477721058)"
698,148570,Trash Can,Parking Lot Trash Can,Trash Can,,4,414,172,394,,"(37.7834624384, -122.477709835)"
699,148570,Trash Can,Parking Lot Trash Can,Trash Can,,4,414,172,394,,"(37.7834629639, -122.477697417)"
700,148571,Trash Can,Concrete Paths Trash Can,Trash Can,,2,12694,172,12693,,"(37.7833089783, -122.477807609)"
701,148571,Trash Can,Concrete Paths Trash Can,Trash Can,,2,12694,172,12693,,"(37.7832619468, -122.477803148)"
704,144960,Trash Can,Picnic Area Trash Cans,Trash Can,,1,85486,148,85485,,"(37.8012767891, -122.416841817)"
714,149384,Trash Can,Sharon Meadow Trash Can,Trash Can,,10,229,756665,12797,,"(37.7688946577, -122.456562896)"
715,149384,Trash Can,Sharon Meadow Trash Can,Trash Can,,10,229,756665,12797,,"(37.7692453009, -122.456485056)"
716,149379,Trash Can,Koret Playground Trash Can,Trash Can,,3,97804,756665,10428,,"(37.7684045058, -122.457279541)"
717,149379,Trash Can,Koret Playground Trash Can,Trash Can,,3,97804,756665,10428,,"(37.7683668382, -122.45741034)"
718,149373,Trash Can,Herschel-Spillman Carousel Trash Can,Trash Can,,3,10431,756665,10426,,"(37.7681295331, -122.457862998)"
719,149373,Trash Can,Herschel-Spillman Carousel Trash Can,Trash Can,,3,10431,756665,10426,,"(37.7681653649, -122.457842762)"
720,149379,Trash Can,Koret Playground Trash Can,Trash Can,,3,97804,756665,10428,,"(37.7682192226, -122.457637083)"
721,149374,Trash Can,Carousel Concession Stand Trash Can,Trash Can,,1,23613,756665,23612,,"(37.7680187479, -122.458234268)"
722,149373,Trash Can,Herschel-Spillman Carousel Trash Can,Trash Can,,3,10431,756665,10426,,"(37.7679809397, -122.458148549)"
723,149379,Trash Can,Koret Playground Trash Can,Trash Can,,3,97804,756665,10428,,"(37.7678955712, -122.458339277)"
724,149379,Trash Can,Koret Playground Trash Can,Trash Can,,3,97804,756665,10428,,"(37.7680796896, -122.458501809)"
759,148867,Trash Can,Natural Area Trash Cans,Trash Can,,2,12470,80,11753,,"(37.7651651797, -122.438520595)"
791,146878,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,18480,104,18479,,"(37.7627858778, -122.451930071)"
792,146877,Trash Can,Annual Beds Trash Cans,Trash Can,,1,83327,104,11814,,"(37.762852418, -122.451569508)"
793,146878,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,18480,104,18479,,"(37.7626058274, -122.452050328)"
794,146878,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,18480,104,18479,,"(37.7626069114, -122.452040005)"
795,146878,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,18480,104,18479,,"(37.7626091932, -122.452030864)"
807,149050,Trash Can,DG Pathway Trash Cans,Trash Can,,1,18458,72,12666,,"(37.751709348, -122.438916789)"
815,149765,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,12635,63,12633,,"(37.7596956556, -122.426104672)"
819,148552,Trash Can,CPA Trash Can,Trash Can,,1,578,109,508,,"(37.788442121, -122.449748193)"
832,144363,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,18463,143,18461,,"(37.795510735, -122.397127836)"
833,144363,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,18463,143,18461,,"(37.7955198144, -122.397025115)"
834,144363,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,18463,143,18461,,"(37.7962239484, -122.397463027)"
836,146864,Trash Can,Concrete Pathway Trash Can,Trash Can,,4,12481,113,12480,,"(37.7698666295, -122.431968254)"
849,149834,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,3,83183,24,18469,,"(37.7495337883, -122.412492298)"
852,149834,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,3,83183,24,18469,,"(37.7497179706, -122.41224622)"
875,150577,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,2,89371,50,56743,,"(37.749923446, -122.406489781)"
876,150577,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,2,89371,50,56743,,"(37.7499248127, -122.406486188)"
877,150578,Trash Can,Baseball Field 1 Trash Cans,Trash Can,,2,30,50,18,,"(37.7498523672, -122.406521622)"
878,150578,Trash Can,Baseball Field 1 Trash Cans,Trash Can,,2,30,50,18,,"(37.7498935534, -122.406439089)"
884,150429,Trash Can,Children's Play Area Trash Cans,Trash Can,,5,11644,59,11641,,"(37.7581476156, -122.413064756)"
885,150430,Trash Can,Parking Lot Trash Can,Trash Can,,1,410,59,389,,"(37.758061595, -122.412804241)"
887,150576,Trash Can,Children's Play Area Trash Cans,Trash Can,,2,537,50,476,,"(37.7503570353, -122.406416279)"
893,149768,Trash Can,Perennial Bed Trash Cans,Trash Can,,3,72990,63,11808,,"(37.7589672332, -122.428079706)"
896,149768,Trash Can,Perennial Bed Trash Cans,Trash Can,,3,72990,63,11808,,"(37.7604789491, -122.428220915)"
929,149765,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,12635,63,12633,,"(37.7598883293, -122.426164961)"
947,146864,Trash Can,Concrete Pathway Trash Can,Trash Can,,4,12481,113,12480,,"(37.7694384926, -122.433984424)"
953,146865,Trash Can,Children's Play Area Trash Can,Trash Can,,1,505,113,454,,"(37.7694786092, -122.433592424)"
962,153369,Trash Can,Concrete Pathway Trash Can,Trash Can,,1,18556,110,18555,,"(37.7974104242, -122.444890265)"
978,152371,Trash Can,Baseball Field Trash Can,Trash Can,,1,40,88,24,,"(37.7438894197, -122.479719468)"
979,152372,Trash Can,Turf Trash Can,Trash Can,,1,11923,88,11843,,"(37.7446494103, -122.479126599)"
981,152373,Trash Can,Children's Play Area Trash Can,Trash Can,,1,554,88,488,,"(37.7437476588, -122.480921303)"
984,147548,Trash Can,DG Paths Trash Cans,Trash Can,,3,18455,193,18453,,"(37.7605167288, -122.390656711)"
986,147548,Trash Can,DG Paths Trash Cans,Trash Can,,3,18455,193,18453,,"(37.7604887483, -122.391231899)"
990,147551,Trash Can,LA Trash Cans,Trash Can,,4,26509,193,268,,"(37.7609342434, -122.391347553)"
994,147551,Trash Can,LA Trash Cans,Trash Can,,4,26509,193,268,,"(37.7615162531, -122.391141077)"
1000,147551,Trash Can,LA Trash Cans,Trash Can,,4,26509,193,268,,"(37.761525, -122.390929833)"
1003,147551,Trash Can,LA Trash Cans,Trash Can,,4,26509,193,268,,"(37.7615185149, -122.390809107)"
1006,147548,Trash Can,DG Paths Trash Cans,Trash Can,,3,18455,193,18453,,"(37.761223136, -122.390733081)"
1010,152342,Trash Can,Non-Landscaped Greenspace Trash Can,Trash Can,,1,83322,89,83321,,"(37.7499342151, -122.469248677)"
1011,152338,Trash Can,Children's Play Area Trash Can,Trash Can,,1,516,89,462,,"(37.7501056604, -122.468844117)"
1012,152341,Trash Can,Asphalt Pathway Trash Can,Trash Can,,1,36224,89,36223,,"(37.7501449234, -122.468690373)"
1018,152942,Trash Can,DG Pathway Trash Can,Trash Can,,1,74059,9,18485,,"(37.7309405521, -122.480394284)"
1020,147428,Trash Can,Dog Play Area Trash Cans,Trash Can,,3,12570,122,11674,,"(37.7817055535, -122.426007358)"
1021,147427,Trash Can,Turf Trash Cans,Trash Can,,5,253,122,281,,"(37.7820728647, -122.425896017)"
1023,147427,Trash Can,Turf Trash Cans,Trash Can,,5,253,122,281,,"(37.7822352026, -122.424559961)"
1024,147428,Trash Can,Dog Play Area Trash Cans,Trash Can,,3,12570,122,11674,,"(37.7819010663, -122.426020929)"
1025,147426,Trash Can,Concrete Pathway Trash Cans,Trash Can,,5,36235,122,36233,,"(37.7819904398, -122.425874361)"
1026,147427,Trash Can,Turf Trash Cans,Trash Can,,5,253,122,281,,"(37.7815329268, -122.425236603)"
1027,147427,Trash Can,Turf Trash Cans,Trash Can,,5,253,122,281,,"(37.781774335, -122.425305916)"
1028,147428,Trash Can,Dog Play Area Trash Cans,Trash Can,,3,12570,122,11674,,"(37.7815696772, -122.426687419)"
1029,152383,Trash Can,Hardscaped Area Trash Can,Trash Can,,3,12626,17,12625,,"(37.7174804616, -122.470149003)"
1030,152383,Trash Can,Hardscaped Area Trash Can,Trash Can,,3,12626,17,12625,,"(37.7174863108, -122.470149158)"
1063,143553,Trash Can,CPA Trash Can (30),Trash Can,30 gallon,1,562,132,980289,,"(37.8015147285, -122.43167632)"
1065,143558,Trash Can,Tennis Court 3 Trash Can (30),Trash Can,30 gallon,1,801,132,649,,"(37.8017949649, -122.431898045)"
1068,143530,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,30 gallon,10,23724,132,19122,,"(37.8028784897, -122.432616619)"
1069,143530,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,30 gallon,10,23724,132,19122,,"(37.8025566304, -122.432089939)"
1073,143533,Trash Can,Asphalt Pathway Sunset 55 Gallon Trash Can,Trash Can,50 gallon (SS),1,23724,132,19122,,"(37.8016634894, -122.432338474)"
1074,143534,Trash Can,Asphalt Pathway 30 Gallon Trash Can,Trash Can,30 gallon,3,23724,132,19122,,"(37.8017000927, -122.432061775)"
1076,143530,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,30 gallon,10,23724,132,19122,,"(37.8025072791, -122.433929511)"
1077,143530,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,30 gallon,10,23724,132,19122,,"(37.8025066903, -122.433914858)"
1078,143532,Trash Can,Asphalt Pathway 55 Gallon Trash Can,Trash Can,50 gallon,5,23724,132,19122,,"(37.8025069989, -122.433896044)"
1079,143532,Trash Can,Asphalt Pathway 55 Gallon Trash Can,Trash Can,50 gallon,5,23724,132,19122,,"(37.8025080676, -122.433881432)"
1080,143532,Trash Can,Asphalt Pathway 55 Gallon Trash Can,Trash Can,50 gallon,5,23724,132,19122,,"(37.8025083932, -122.433861574)"
1085,143530,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,30 gallon,10,23724,132,19122,,"(37.8027731756, -122.433652021)"
1086,143530,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,30 gallon,10,23724,132,19122,,"(37.8027599929, -122.43364645)"
1087,148470,Trash Can,Softball Field 3 Trash Can (30),Trash Can,30 gallon,2,43,132,26,,"(37.80176877, -122.43357528)"
1088,148470,Trash Can,Softball Field 3 Trash Can (30),Trash Can,30 gallon,2,43,132,26,,"(37.8016635075, -122.433417)"
1091,143531,Trash Can,Asphalt Pathway  Sunset Scav. 55 Gallon Trash Can,Trash Can,50 gallon (SS),4,23724,132,19122,,"(37.8014840617, -122.431900084)"
1092,143531,Trash Can,Asphalt Pathway  Sunset Scav. 55 Gallon Trash Can,Trash Can,50 gallon (SS),4,23724,132,19122,,"(37.8014944062, -122.431901661)"
1093,143531,Trash Can,Asphalt Pathway  Sunset Scav. 55 Gallon Trash Can,Trash Can,50 gallon (SS),4,23724,132,19122,,"(37.8015088767, -122.431904651)"
1094,143531,Trash Can,Asphalt Pathway  Sunset Scav. 55 Gallon Trash Can,Trash Can,50 gallon (SS),4,23724,132,19122,,"(37.8015212957, -122.431906281)"
1095,144553,Trash Can,Picnic Area Trash Can,Trash Can,,2,458,128,417,,"(37.8016137784, -122.433477136)"
1105,144553,Trash Can,Picnic Area Trash Can,Trash Can,,2,458,128,417,,"(37.8014886227, -122.433773189)"
1106,144553,Trash Can,Picnic Area Trash Can,Trash Can,,2,458,128,417,,"(37.8012787829, -122.433731127)"
1107,144553,Trash Can,Picnic Area Trash Can,Trash Can,,2,458,128,417,,"(37.801321749, -122.43332445)"
1121,144381,Trash Can,Turf Trash Cans,Trash Can,,3,211,143,271,,"(37.7962285863, -122.39666676)"
1129,143921,Trash Can,DPA Turf Trash Cans,Trash Can,,3,11904,129,11750,,"(37.7905951495, -122.438211561)"
1130,143926,Trash Can,Lawn Area Trashcan,Trash Can,,8,11904,129,11750,,"(37.7904358357, -122.438170933)"
1134,143921,Trash Can,DPA Turf Trash Cans,Trash Can,,3,11904,129,11750,,"(37.7907564934, -122.436807651)"
1139,143926,Trash Can,Lawn Area Trashcan,Trash Can,,8,11904,129,11750,,"(37.7913277246, -122.436535859)"
1140,143926,Trash Can,Lawn Area Trashcan,Trash Can,,8,11904,129,11750,,"(37.791794705, -122.436541958)"
1141,143929,Trash Can,Play Structure Trash Cans,Trash Can,,3,475,129,430,,"(37.7910524718, -122.438013802)"
1142,143929,Trash Can,Play Structure Trash Cans,Trash Can,,3,475,129,430,,"(37.7910536392, -122.437996568)"
1143,143929,Trash Can,Play Structure Trash Cans,Trash Can,,3,475,129,430,,"(37.7910558001, -122.437972675)"
1147,143928,Trash Can,Play Area Trash Cans,Trash Can,,6,19322,129,19321,,"(37.7908809387, -122.438546728)"
1148,143928,Trash Can,Play Area Trash Cans,Trash Can,,6,19322,129,19321,,"(37.790887608, -122.43855148)"
1149,143928,Trash Can,Play Area Trash Cans,Trash Can,,6,19322,129,19321,,"(37.7908924809, -122.438554877)"
1150,143928,Trash Can,Play Area Trash Cans,Trash Can,,6,19322,129,19321,,"(37.7908960584, -122.438558239)"
1151,143928,Trash Can,Play Area Trash Cans,Trash Can,,6,19322,129,19321,,"(37.7909001441, -122.43856227)"
1152,143928,Trash Can,Play Area Trash Cans,Trash Can,,6,19322,129,19321,,"(37.7909052567, -122.438566981)"
1156,143926,Trash Can,Lawn Area Trashcan,Trash Can,,8,11904,129,11750,,"(37.7905743498, -122.437003518)"
1157,143921,Trash Can,DPA Turf Trash Cans,Trash Can,,3,11904,129,11750,,"(37.790704319, -122.437182462)"
1158,143926,Trash Can,Lawn Area Trashcan,Trash Can,,8,11904,129,11750,,"(37.790874581, -122.43705178)"
1224,148836,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,12496,7,12495,,"(37.7429417473, -122.440325241)"
1234,144452,Trash Can,Concrete Pathway Trash Can,Trash Can,,1,56440,146,56439,,"(37.7976511671, -122.419238858)"
1244,151259,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,548,26,482,,"(37.7087731657, -122.41360251)"
1257,143979,Trash Can,Concrete Pathway Trash Can,Trash Can,,1,56458,154,56457,,"(37.8065866866, -122.419021935)"
1261,148585,Trash Can,Tennis Court Trash Can,Trash Can,,1,824,99,660,,"(37.7847906349, -122.48496574)"
1262,148572,Trash Can,Paved Multi-use Play Area  2 Trash Can,Trash Can,,2,12704,99,12701,,"(37.7849593116, -122.484975056)"
1263,148572,Trash Can,Paved Multi-use Play Area  2 Trash Can,Trash Can,,2,12704,99,12701,,"(37.7850267917, -122.484762927)"
1264,148575,Trash Can,Picnic Area Trash Can,Trash Can,,1,85709,99,85701,,"(37.78499427, -122.484711578)"
1265,148576,Trash Can,Asphalt Pathway Trash Can,Trash Can,,3,85700,99,85699,,"(37.7850293256, -122.484725735)"
1266,148576,Trash Can,Asphalt Pathway Trash Can,Trash Can,,3,85700,99,85699,,"(37.7850304, -122.484718553)"
1275,148576,Trash Can,Asphalt Pathway Trash Can,Trash Can,,3,85700,99,85699,,"(37.7849043731, -122.484331337)"
1277,148583,Trash Can,Tot's Play Area Trash Can,Trash Can,,1,584,99,512,,"(37.7848444404, -122.484291554)"
1301,150576,Trash Can,Children's Play Area Trash Cans,Trash Can,,2,537,50,476,,"(37.7504862534, -122.406347783)"
1302,150576,Trash Can,Children's Play Area Trash Cans,Trash Can,,2,537,50,476,,"(37.7502530968, -122.406610863)"
