Object ID,Asset ID,Map Label,Asset Name,Asset Type,Asset Subtype,Quantity,Functional Area ID,Property ID,Facility ID,Floor ID,Geom
1304,149834,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,3,83183,24,18469,,"(37.749619645, -122.412539098)"
1312,150429,Trash Can,Children's Play Area Trash Cans,Trash Can,,5,11644,59,11641,,"(37.7580900386, -122.413239918)"
1313,150429,Trash Can,Children's Play Area Trash Cans,Trash Can,,5,11644,59,11641,,"(37.7580816581, -122.413239199)"
1314,150429,Trash Can,Children's Play Area Trash Cans,Trash Can,,5,11644,59,11641,,"(37.7580814224, -122.413229126)"
1315,150429,Trash Can,Children's Play Area Trash Cans,Trash Can,,5,11644,59,11641,,"(37.7580827847, -122.413219096)"
1325,149580,Trash Can,Turf Trash Cans,Trash Can,,1,11947,67,11809,,"(37.7335389935, -122.447073954)"
1326,149581,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,12749,67,12741,,"(37.7335992191, -122.447395293)"
1327,149581,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,12749,67,12741,,"(37.7337078437, -122.447691378)"
1329,149581,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,12749,67,12741,,"(37.7338403778, -122.4483108)"
1330,149581,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,4,12749,67,12741,,"(37.733448159, -122.448380234)"
1331,152314,Trash Can,Erle Field Trash Can,Trash Can,,1,65,91,39,,"(37.748094947, -122.49896275)"
1333,152313,Trash Can,Multi-Use Paved Playfield Trash Can,Trash Can,,1,664,91,568,,"(37.7478388261, -122.497650612)"
1349,144527,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,15,18452,128,18451,,"(37.7913102192, -122.428593381)"
1377,144550,Trash Can,Dog Play Area Trash Cans,Trash Can,,2,12602,128,11673,,"(37.7917736646, -122.427488136)"
1389,144527,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,15,18452,128,18451,,"(37.7910435642, -122.427347093)"
1395,147426,Trash Can,Concrete Pathway Trash Cans,Trash Can,,5,36235,122,36233,,"(37.7820055243, -122.425561804)"
1396,147426,Trash Can,Concrete Pathway Trash Cans,Trash Can,,5,36235,122,36233,,"(37.7823373529, -122.424496796)"
1403,147426,Trash Can,Concrete Pathway Trash Cans,Trash Can,,5,36235,122,36233,,"(37.7818988155, -122.425744777)"
1405,147426,Trash Can,Concrete Pathway Trash Cans,Trash Can,,5,36235,122,36233,,"(37.7820684036, -122.42564338)"
1407,147433,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,5,34983,124,34977,,"(37.782337428, -122.435550883)"
1409,147410,Trash Can,Turf Trash Cans,Trash Can,,1,239,125,276,,"(37.7842049205, -122.435743588)"
1410,147406,Trash Can,Multi-Use Paved Play Area Trash Cans,Trash Can,,2,100620,125,169443,,"(37.784282217, -122.436151998)"
1412,147406,Trash Can,Children's Play Area 1 Trash Cans,Trash Can,,1,525,125,465,,"(37.7843140142, -122.435950121)"
1414,147409,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,,1,100618,125,465,,"(37.7844323543, -122.435371868)"
1416,148267,Trash Can,Turf Trash Cans,Trash Can,,1,74512,81,11810,,"(37.770404685, -122.4419903)"
1417,148268,Trash Can,Perennial Bed Trash Cans,Trash Can,,9,11950,81,11810,,"(37.7701178348, -122.442071922)"
1418,148269,Trash Can,Natural Area Trash Cans,Trash Can,,5,12458,81,12457,,"(37.770094927, -122.441126425)"
1419,148269,Trash Can,Natural Area Trash Cans,Trash Can,,5,12458,81,12457,,"(37.7698135104, -122.441883709)"
1424,148903,Trash Can,Perennial Bed Trash Cans,Trash Can,,4,99843,8,11805,,"(37.7463784215, -122.438179098)"
1425,148903,Trash Can,Perennial Bed Trash Cans,Trash Can,,4,99843,8,11805,,"(37.7479895936, -122.438303041)"
1426,148903,Trash Can,Perennial Bed Trash Cans,Trash Can,,4,99843,8,11805,,"(37.7479760945, -122.438301103)"
1427,148903,Trash Can,Perennial Bed Trash Cans,Trash Can,,4,99843,8,11805,,"(37.7479651123, -122.438299232)"
1446,148269,Trash Can,Natural Area Trash Cans,Trash Can,,5,12458,81,12457,,"(37.7699873934, -122.440193292)"
1447,148268,Trash Can,Perennial Bed Trash Cans,Trash Can,,9,11950,81,11810,,"(37.7693264655, -122.438958434)"
1448,148268,Trash Can,Perennial Bed Trash Cans,Trash Can,,9,11950,81,11810,,"(37.7690622036, -122.438836094)"
1449,148268,Trash Can,Perennial Bed Trash Cans,Trash Can,,9,11950,81,11810,,"(37.7692495336, -122.439535816)"
1450,148268,Trash Can,Perennial Bed Trash Cans,Trash Can,,9,11950,81,11810,,"(37.7682554422, -122.439634014)"
1452,148270,Trash Can,Non-Landscaped Greenspace Trash Cans,Trash Can,,2,108212,81,108211,,"(37.7687647508, -122.440520749)"
1454,148268,Trash Can,Perennial Bed Trash Cans,Trash Can,,9,11950,81,11810,,"(37.768297915, -122.440835274)"
1455,148268,Trash Can,Perennial Bed Trash Cans,Trash Can,,9,11950,81,11810,,"(37.7676624138, -122.4415222)"
1456,148268,Trash Can,Perennial Bed Trash Cans,Trash Can,,9,11950,81,11810,,"(37.7663197725, -122.442101326)"
1457,148268,Trash Can,Perennial Bed Trash Cans,Trash Can,,9,11950,81,11810,,"(37.767595065, -122.443092078)"
1473,151231,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,3,99858,29,57252,,"(37.7203779805, -122.432827319)"
1474,151231,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,3,99858,29,57252,,"(37.7206424067, -122.432700795)"
1479,151232,Trash Can,Picnic Area Trash Cans,Trash Can,,1,89317,29,89313,,"(37.7202994523, -122.43344781)"
1480,151231,Trash Can,Concrete Hardscaped Area Trash Cans,Trash Can,,3,99858,29,57252,,"(37.7200874163, -122.433434268)"
1481,151233,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,,1,99857,29,456,,"(37.7201683395, -122.433750678)"
1490,147390,Trash Can,Concrete Pathway Trash Cans,Trash Can,,1,12619,119,12615,,"(37.7805518975, -122.426966996)"
1491,147397,Trash Can,Multi-Use Paved Play Area Trash Cans,Trash Can,,1,650,119,556,,"(37.7807888424, -122.425575948)"
1494,151269,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,5,57215,40,57214,,"(37.7348183411, -122.390020733)"
1495,151269,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,5,57215,40,57214,,"(37.7348184506, -122.390013907)"
1496,151269,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,5,57215,40,57214,,"(37.7348197861, -122.390008687)"
1497,151269,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,5,57215,40,57214,,"(37.7348244416, -122.390004602)"
1498,151269,Trash Can,Asphalt Hardscaped Area Trash Cans,Trash Can,,5,57215,40,57214,,"(37.7348307982, -122.389998459)"
1500,152739,Trash Can,Multi-Use Paved Play Area Trash Can,Trash Can,,2,644,90,551,,"(37.75165849, -122.465194503)"
1503,152737,Trash Can,Tennis Court 3 Trash Can,Trash Can,,1,758,90,651,,"(37.7519454499, -122.464787659)"
1507,152738,Trash Can,Tennis Court 1 Trash Can,Trash Can,,1,756,90,651,,"(37.7519245362, -122.465298027)"
1509,149054,Trash Can,Tennis Court 1 Trash Cans,Trash Can,,1,817,195,656,,"(37.7660927944, -122.438238814)"
1513,144395,Trash Can,Brick Hardscape Area Trash Cans,Trash Can,,4,99861,143,18461,,"(37.7961080957, -122.396386463)"
1514,144395,Trash Can,Brick Hardscape Area Trash Cans,Trash Can,,4,99861,143,18461,,"(37.7961352466, -122.396362581)"
1515,144395,Trash Can,Brick Hardscape Area Trash Cans,Trash Can,,4,99861,143,18461,,"(37.7961652924, -122.396337787)"
1516,144395,Trash Can,Brick Hardscape Area Trash Cans,Trash Can,,4,99861,143,18461,,"(37.796194342, -122.396312624)"
1519,144381,Trash Can,Turf Trash Cans,Trash Can,,3,211,143,271,,"(37.7962059399, -122.396623946)"
1520,144381,Trash Can,Turf Trash Cans,Trash Can,,3,211,143,271,,"(37.796321052, -122.39616086)"
1522,144363,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,18463,143,18461,,"(37.7957731369, -122.397709291)"
1523,144363,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,18463,143,18461,,"(37.7957645165, -122.397706572)"
1524,144363,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,18463,143,18461,,"(37.7956611684, -122.397861684)"
1530,144363,Trash Can,Concrete Pathway Trash Cans,Trash Can,,7,18463,143,18461,,"(37.7957783995, -122.397648564)"
1550,143972,Trash Can,Multi-Use Paved Area Trash Can,Trash Can,55 gallon,2,12466,139,12464,,"(37.7935241409, -122.406949805)"
1551,143972,Trash Can,Multi-Use Paved Area Trash Can,Trash Can,55 gallon,2,12466,139,12464,,"(37.7936227593, -122.407095486)"
1596,152590,Trash Can,Parking Lot Trash Can,Trash Can,,2,415,83,395,,"(37.736032788, -122.478563427)"
1597,152590,Trash Can,Parking Lot Trash Can,Trash Can,,2,415,83,395,,"(37.7359959601, -122.478357321)"
1600,150551,Trash Can,Turf Trash Cans,Trash Can,,3,11973,37,11856,,"(37.7472280389, -122.411091814)"
1603,143530,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,30 gallon,10,23724,132,19122,,"(37.8015011698, -122.433859121)"
1606,143532,Trash Can,Asphalt Pathway 55 Gallon Trash Can,Trash Can,50 gallon,5,23724,132,19122,,"(37.8012501521, -122.434265827)"
1607,143532,Trash Can,Asphalt Pathway 55 Gallon Trash Can,Trash Can,50 gallon,5,23724,132,19122,,"(37.8012393427, -122.43426194)"
1608,143530,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,30 gallon,10,23724,132,19122,,"(37.8012218618, -122.434176384)"
1609,143530,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,30 gallon,10,23724,132,19122,,"(37.8012003949, -122.434508295)"
1614,148484,Trash Can,Tennis Court 2 Trash Can (30),Trash Can,30 gallon,1,800,132,649,,"(37.8018116854, -122.434049377)"
1617,148483,Trash Can,Tennis Court 1 Sunset Trash Can (50),Trash Can,50 gallon (SS),1,799,132,649,,"(37.8019230963, -122.434457745)"
1618,148480,Trash Can,Basketball Court 1 Trash Can (30),Trash Can,30 gallon,1,119,132,83,,"(37.8021701734, -122.434502538)"
1619,148481,Trash Can,Basketball Court 1 Trash Can (50),Trash Can,50 gallon,1,119,132,83,,"(37.8021586291, -122.434499498)"
1621,143534,Trash Can,Asphalt Pathway 30 Gallon Trash Can,Trash Can,30 gallon,3,23724,132,19122,,"(37.8022086562, -122.434295792)"
1623,143534,Trash Can,Asphalt Pathway 30 Gallon Trash Can,Trash Can,30 gallon,3,23724,132,19122,,"(37.802399962, -122.434366769)"
1626,143530,Trash Can,Asphalt Pathway  30 Gallon Trash Can,Trash Can,30 gallon,10,23724,132,19122,,"(37.8022543479, -122.431754226)"
1638,143276,Trash Can,24th & York Trash Cans,Trash Can,55 gallon,2,34873,51,34872,,"(37.7530637691, -122.408605725)"
1639,143276,Trash Can,24th & York Trash Cans,Trash Can,55 gallon,2,34873,51,34872,,"(37.7529343352, -122.408528814)"
1646,151276,Trash Can,Shrubbery Trash Cans,Trash Can,,2,83820,42,11764,,"(37.7101856977, -122.397973707)"
1647,151276,Trash Can,Shrubbery Trash Cans,Trash Can,,2,83820,42,11764,,"(37.7101794485, -122.397975226)"
1651,151277,Trash Can,Concrete Pathway Trash Cans,Trash Can,,1,83810,42,36245,,"(37.7100750036, -122.39805539)"
1652,151278,Trash Can,Perennial Bed Trash Cans,Trash Can,,1,85292,42,11764,,"(37.7099250145, -122.398119838)"
1670,151295,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,,3,539,137665,10486,,"(37.7223315373, -122.414239022)"
1671,151295,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,,3,539,137665,10486,,"(37.7223158794, -122.414237693)"
1672,151295,Trash Can,Children's Play Area 2 Trash Cans,Trash Can,,3,539,137665,10486,,"(37.7223455669, -122.414240336)"
1676,151297,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,57176,137665,57175,,"(37.7217716055, -122.413867853)"
1677,151297,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,57176,137665,57175,,"(37.7217712854, -122.41385638)"
1678,151297,Trash Can,Concrete Pathway Trash Cans,Trash Can,,3,57176,137665,57175,,"(37.7217272105, -122.413766715)"
1684,151292,Trash Can,Children's Play Area 1 Trash Cans,Trash Can,,1,538,137665,10486,,"(37.7223669363, -122.412941191)"
1687,151293,Trash Can,Softball Field 2 Trash Cans,Trash Can,,1,34,137665,19,,"(37.7235236827, -122.413200354)"
1705,152337,Trash Can,Stairway Trash Can,Trash Can,,1,83320,89,36223,,"(37.7502978916, -122.468685819)"
1711,152739,Trash Can,Multi-Use Paved Play Area Trash Can,Trash Can,,2,644,90,551,,"(37.7516600757, -122.465185671)"
1719,152383,Trash Can,Hardscaped Area Trash Can,Trash Can,,3,12626,17,12625,,"(37.7174721055, -122.470148782)"
1725,144975,Trash Can,Children's Play Area Trash Cans,Trash Can,,3,565,150,498,,"(37.8022421691, -122.412442148)"
1726,144975,Trash Can,Children's Play Area Trash Cans,Trash Can,,3,565,150,498,,"(37.8022675253, -122.412230642)"
1727,144975,Trash Can,Children's Play Area Trash Cans,Trash Can,,3,565,150,498,,"(37.8022173298, -122.412185669)"
1743,152307,Trash Can,Multi-Use Play Area Trash Can,Trash Can,,1,12724,39,12722,,"(37.7325788559, -122.402296571)"
1768,149849,Trash Can,Picnic Area 1 Trash Cans,Trash Can,,1,12550,32,12548,,"(37.7378725906, -122.419684518)"
1772,149847,Trash Can,Perennial Bed Trash Cans,Trash Can,,2,19682,32,11760,,"(37.7371294256, -122.419016702)"
1776,149848,Trash Can,Restroom/Pump Storage Room Trash Cans,Trash Can,,2,841,32,134,,"(37.7371504335, -122.420566847)"
1777,149848,Trash Can,Restroom/Pump Storage Room Trash Cans,Trash Can,,2,841,32,134,,"(37.7370907164, -122.420607441)"
1779,144436,Trash Can,Hardscaped Area Trash Cans,Trash Can,,3,99778,137,12467,,"(37.7922480309, -122.412208224)"
1780,144436,Trash Can,Hardscaped Area Trash Cans,Trash Can,,3,99778,137,12467,,"(37.7922013943, -122.41206944)"
1781,144436,Trash Can,Hardscaped Area Trash Cans,Trash Can,,3,99778,137,12467,,"(37.7920952975, -122.412123324)"
1782,144449,Trash Can,Hardscape Area Perimeter Trash Cans,Trash Can,,4,12468,137,12467,,"(37.7918516112, -122.412131779)"
1783,144449,Trash Can,Hardscape Area Perimeter Trash Cans,Trash Can,,4,12468,137,12467,,"(37.7921616595, -122.412395604)"
1784,144445,Trash Can,Turf Trash Can,Trash Can,,3,204,137,264,,"(37.7923463666, -122.412315153)"
1785,144445,Trash Can,Turf Trash Can,Trash Can,,3,204,137,264,,"(37.7923644594, -122.412169995)"
1786,144445,Trash Can,Turf Trash Can,Trash Can,,3,204,137,264,,"(37.7923763942, -122.412057735)"
1787,144449,Trash Can,Hardscape Area Perimeter Trash Cans,Trash Can,,4,12468,137,12467,,"(37.792505305, -122.412218765)"
1788,144449,Trash Can,Hardscape Area Perimeter Trash Cans,Trash Can,,4,12468,137,12467,,"(37.7921775963, -122.411936696)"
1807,148164,Trash Can,Turf Trash Cans,Trash Can,,6,11880,54,11812,,"(37.7646037926, -122.398917691)"
1813,149646,Trash Can,Softball Field Trash Cans,Trash Can,,2,63,22,37,,"(37.7421913495, -122.427159714)"
1816,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.777002402, -122.434350557)"
1821,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7769912644, -122.434760876)"
1823,143415,Trash Can,Trash Cans,Trash Can,,19,11929,117,11749,,"(37.7761297942, -122.43411698)"
1849,149669,Trash Can,Tennis Court Trash Cans,Trash Can,,1,834,22,669,,"(37.7425186701, -122.428085985)"
1856,149652,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,600,22,526,,"(37.7426158673, -122.428213475)"
1859,149667,Trash Can,Hardscape Trash Can,Trash Can,,5,12761,22,12760,,"(37.7423487609, -122.428322392)"
1860,149667,Trash Can,Hardscape Trash Can,Trash Can,,5,12761,22,12760,,"(37.7423515318, -122.42829686)"
1861,149667,Trash Can,Hardscape Trash Can,Trash Can,,5,12761,22,12760,,"(37.7423532229, -122.428206845)"
1862,149667,Trash Can,Hardscape Trash Can,Trash Can,,5,12761,22,12760,,"(37.7423586704, -122.428100577)"
1863,149667,Trash Can,Hardscape Trash Can,Trash Can,,5,12761,22,12760,,"(37.7423572618, -122.428128061)"
1891,147405,Trash Can,Turf Trash Cans,Trash Can,,1,11546,11490,169469,,"(37.7844531501, -122.437880431)"
1904,147400,Bench,Tennis Court 1 Trash Cans,Trash Can,,1,751,125,631,,"(37.7844486443, -122.436159017)"
1924,146864,Trash Can,Concrete Pathway Trash Can,Trash Can,,4,12481,113,12480,,"(37.7700691004, -122.435017273)"
1926,146864,Trash Can,Concrete Pathway Trash Can,Trash Can,,4,12481,113,12480,,"(37.7692679483, -122.434829873)"
1946,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7878132681, -122.407417138)"
1947,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7877522265, -122.407404251)"
1956,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7878515456, -122.407120728)"
1958,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7877950191, -122.407081202)"
1961,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7876198442, -122.407156969)"
1962,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.787642948, -122.406990857)"
1964,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7878860117, -122.407009448)"
1972,149646,Trash Can,Softball Field Trash Cans,Trash Can,,2,63,22,37,,"(37.742180715, -122.427182754)"
1978,149008,Trash Can,Natural Area Trash Cans,Trash Can,,2,12500,1,12497,,"(37.7377058872, -122.440772002)"
1979,149008,Trash Can,Natural Area Trash Cans,Trash Can,,2,12500,1,12497,,"(37.7379402922, -122.440850879)"
2001,149846,Trash Can,Turf Trash Cans,Trash Can,,1,11969,32,11760,,"(37.7375442683, -122.420759234)"
2006,149847,Trash Can,Perennial Bed Trash Cans,Trash Can,,2,19682,32,11760,,"(37.7372800777, -122.419379216)"
2027,144908,Trash Can,Tennis Court 2 Trash Cans,Trash Can,,1,690,151,639,,"(37.8017279341, -122.42006269)"
2030,144909,Trash Can,Tennis Court 1 Trash Cans,Trash Can,,1,689,151,639,,"(37.8015709134, -122.420438249)"
2033,144910,Trash Can,Tennis Court 3 Trash Cans,Trash Can,,1,691,151,639,,"(37.801643563, -122.419814612)"
2036,144913,Trash Can,Basketball Court Trash Cans,Trash Can,,1,71,151,43,,"(37.8013676866, -122.420187849)"
2101,148844,Trash Can,Annex Bathroom Trash Can,Trash Can,,1,12413,105,12410,,"(37.7779885131, -122.45769265)"
2104,148589,Trash Can,Lawn Area Trash Can,Trash Can,,2,11874,105,12411,,"(37.7781965802, -122.458062059)"
2117,148587,Trash Can,Tennis Court 1 Trash Can,Trash Can,,1,695,105,662,,"(37.7791400841, -122.458114462)"
2123,148589,Trash Can,Lawn Area Trash Can,Trash Can,,2,11874,105,12411,,"(37.779277046, -122.457030198)"
2137,149385,Trash Can,Tennis Court Trash Can,Trash Can,,9,96126,756665,625,,"(37.7696607416, -122.459599725)"
2138,149385,Trash Can,Tennis Court Trash Can,Trash Can,,9,96126,756665,625,,"(37.7696859057, -122.458934214)"
2154,148911,Trash Can,Lawn Area Trash Can,Trash Can,,2,11875,155,11788,,"(37.7799700302, -122.464956625)"
2180,148911,Trash Can,Lawn Area Trash Can,Trash Can,,2,11875,155,11788,,"(37.7799808956, -122.464934334)"
2198,149013,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,6,18466,1,18465,,"(37.7370198956, -122.440766464)"
2199,149013,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,6,18466,1,18465,,"(37.7368872259, -122.440729309)"
2200,149015,Trash Can,Children's Play Area Trash Cans,Trash Can,,1,515,1,461,,"(37.7369165311, -122.440681272)"
2210,149013,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,6,18466,1,18465,,"(37.7370637991, -122.441066693)"
2211,149013,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,6,18466,1,18465,,"(37.7370535123, -122.441062987)"
2212,149013,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,6,18466,1,18465,,"(37.7370456447, -122.441061446)"
2213,149013,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,6,18466,1,18465,,"(37.7370319082, -122.441057401)"
2214,149014,Trash Can,Ballfield 2 Trash Cans,Trash Can,,4,22,1,13,,"(37.7361549767, -122.441245037)"
2216,149014,Trash Can,Ballfield 2 Trash Cans,Trash Can,,4,22,1,13,,"(37.7363760257, -122.441394502)"
2217,149014,Trash Can,Ballfield 2 Trash Cans,Trash Can,,4,22,1,13,,"(37.7363545883, -122.441402206)"
2218,149014,Trash Can,Ballfield 2 Trash Cans,Trash Can,,4,22,1,13,,"(37.7364639812, -122.44135221)"
2221,148982,Trash Can,Silver Tree Day Camp Grounds Trash Cans,Trash Can,,1,73189,1,73207,,"(37.7407295035, -122.44217606)"
2248,144463,Trash Can,Tennis Court 1 Trash Cans,Trash Can,,1,772,166,634,,"(37.7912405576, -122.454840976)"
2249,144469,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,83783,166,34962,,"(37.7908781935, -122.45383675)"
2250,144469,Trash Can,Concrete Pathway Trash Cans,Trash Can,,2,83783,166,34962,,"(37.7908659527, -122.453831281)"
2251,144471,Trash Can,Asphalt Pathway Trash Cans,Trash Can,,1,34963,166,34962,,"(37.7908498776, -122.454053005)"
2254,148502,Trash Can,Trash Can 3,Trash Can,,1,12659,102,12655,,"(37.7868943642, -122.466884613)"
2255,981235,Trash Can,Trash Can 4,Trash Can,,1,12659,102,12655,,"(37.78688794, -122.466884198)"
2258,981236,Trash Can,Trash Can 5,Trash Can,,1,12659,102,12655,,"(37.7874606102, -122.469256131)"
2262,981237,Trash Can not found,Trash Can 6,Trash Can,,1,12659,102,12655,,"(37.7874694735, -122.469364439)"
2265,148517,Trash Can,DG Path Trash Can,Trash Can,,2,148516,102,12655,,"(37.7872496605, -122.47124944)"
2266,148517,Trash Can,DG Path Trash Can,Trash Can,,2,148516,102,12655,,"(37.7872502953, -122.471211471)"
2271,981238,Trash Can,Trash Can 7,Trash Can,,1,12659,102,12655,,"(37.7868653549, -122.470429408)"
2279,148504,Trash Can,CPA Trash Can 1,Trash Can,,1,563,102,496,,"(37.7868063422, -122.471337725)"
2280,981240,Trash Can,CPA Trash Can 2,Trash Can,,1,563,102,496,,"(37.7868085534, -122.471310206)"
2285,148498,Trash Can,Trash Can 1,Trash Can,,1,11911,102,11766,,"(37.7869606026, -122.471692404)"
2286,981234,Trash Can,Trash Can 2,Trash Can,,1,11911,102,11766,,"(37.7869904193, -122.471694906)"
2289,148506,Trash Can,Shrubbery Trash Can,Trash Can,,1,85557,102,11766,,"(37.7867453343, -122.471339846)"
2290,981239,Trash Can not found,Trash Can 8,Trash Can,,1,12659,102,12655,,"(37.7871984818, -122.471633787)"
2319,152603,Trash Can,Softball Field 2 Trash Can,Trash Can,,1,58,85,33,,"(37.7376243739, -122.498681219)"
2366,149701,Trash Can,Multi-Use Paved Play Area Trash Cans,Trash Can,,1,618,60,541,,"(37.7576700004, -122.415172851)"
2367,149704,Trash Can,Paved Soccer Pitch Trash Cans,Trash Can,,1,619,60,12585,,"(37.7573885425, -122.415137013)"
2369,149707,Trash Can,Tennis Court Trash Cans,Trash Can,,1,712,60,616,,"(37.7575050152, -122.41555038)"
2371,148270,Trash Can,Non-Landscaped Greenspace Trash Cans,Trash Can,,2,108212,81,108211,,"(37.7660578175, -122.442417293)"
2385,148266,Trash Can,Asphalt Pathway Trash Can,Trash Can,,2,56633,81,56628,,"(37.7697684046, -122.442080343)"
2386,148266,Trash Can,Asphalt Pathway Trash Can,Trash Can,,2,56633,81,56628,,"(37.7698358243, -122.442015843)"
2392,148269,Trash Can,Natural Area Trash Cans,Trash Can,,5,12458,81,12457,,"(37.7699761548, -122.441601464)"
2393,148269,Trash Can,Natural Area Trash Cans,Trash Can,,5,12458,81,12457,,"(37.769982802, -122.441581726)"
2398,148266,Trash Can,Asphalt Pathway Trash Can,Trash Can,,2,56633,81,56628,,"(37.7699750939, -122.440130024)"
2399,148266,Trash Can,Asphalt Pathway Trash Can,Trash Can,,2,56633,81,56628,,"(37.7699753887, -122.440112113)"
2409,147391,Trash Can,Lang Field 1 Trash Cans,Trash Can,,2,38,119,23,,"(37.7812002518, -122.424989042)"
2413,147391,Trash Can,Lang Field 1 Trash Cans,Trash Can,,2,38,119,23,,"(37.7811690787, -122.425231057)"
2414,147392,Trash Can,Hardscaped Area Trash Cans,Trash Can,,2,139096,119,12615,,"(37.7810524797, -122.425303487)"
2422,147393,Trash Can,Turf Trash Cans,Trash Can,,1,11935,119,11806,,"(37.7808269529, -122.425378581)"
2425,147392,Trash Can,Hardscaped Area Trash Cans,Trash Can,,2,139096,119,12615,,"(37.7805382209, -122.425481874)"
2436,147394,Trash Can,Basketball Court 1 Trash Cans,Trash Can,,1,111,119,76,,"(37.7805024714, -122.426050314)"
2444,147395,Trash Can,Tennis Court 2 Trash Cans,Trash Can,,1,781,119,630,,"(37.7808207028, -122.426632891)"
2451,147396,Trash Can,Tennis Court 1 Trash Cans,Trash Can,,1,780,119,630,,"(37.7809959379, -122.427022713)"
2463,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7882090772, -122.40713094)"
2466,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7882073185, -122.407492089)"
2473,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7881893957, -122.407640841)"
2481,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7882287009, -122.408038033)"
2484,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7877647632, -122.407891309)"
2485,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7876941599, -122.407863769)"
2486,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7875377601, -122.407889593)"
2488,153476,Trash Can,Concrete Hardscaped Area Trash Can,Trash Can,,15,18477,135,18475,,"(37.7877321207, -122.407536481)"
2531,152236,Trash Can,Upper Reservoir Parking Lot Trash Can,Trash Can,,1,401,28,385,,"(37.7204295403, -122.417341885)"
2532,152263,Trash Can,Jerry Garcia Turf Trash Can,Trash Can,,1,105012,28,402,,"(37.7206466639, -122.417307588)"
2541,152235,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,,7,452,28,89423,,"(37.721830418, -122.420841199)"
2542,152235,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,,7,452,28,89423,,"(37.7218191177, -122.420836159)"
2543,152235,Trash Can,Upper Reservoir Picnic Area Trash Can,Trash Can,,7,452,28,89423,,"(37.7218068305, -122.420830679)"
