Map Label,Asset Name,Quantity,Lat,Lng
Trash Can,Children's Play Area Trash Cans,3,37.8022675253,-122.412230642
Trash Can,Children's Play Area Trash Cans,3,37.8022173298,-122.412185669
Trash Can,Multi-Use Play Area Trash Can,1,37.7325788559,-122.402296571
Trash Can,Picnic Area 1 Trash Cans,1,37.7378725906,-122.419684518
Trash Can,Perennial Bed Trash Cans,2,37.7371294256,-122.419016702
Trash Can,Restroom/Pump Storage Room Trash Cans,2,37.7371504335,-122.420566847
Trash Can,Restroom/Pump Storage Room Trash Cans,2,37.7370907164,-122.420607441
Trash Can,Hardscaped Area Trash Cans,3,37.7922480309,-122.412208224
Trash Can,Hardscaped Area Trash Cans,3,37.7922013943,-122.41206944
Trash Can,Hardscaped Area Trash Cans,3,37.7920952975,-122.412123324
Trash Can,Hardscape Area Perimeter Trash Cans,4,37.7918516112,-122.412131779
Trash Can,Hardscape Area Perimeter Trash Cans,4,37.7921616595,-122.412395604
Trash Can,Turf Trash Can,3,37.7923463666,-122.412315153
Trash Can,Turf Trash Can,3,37.7923644594,-122.412169995
Trash Can,Turf Trash Can,3,37.7923763942,-122.412057735
Trash Can,Hardscape Area Perimeter Trash Cans,4,37.792505305,-122.412218765
Trash Can,Hardscape Area Perimeter Trash Cans,4,37.7921775963,-122.411936696
Trash Can,Turf Trash Cans,6,37.7646037926,-122.398917691
Trash Can,Softball Field Trash Cans,2,37.7421913495,-122.427159714
Trash Can,Trash Cans,19,37.777002402,-122.434350557
Trash Can,Trash Cans,19,37.7769912644,-122.434760876
Trash Can,Trash Cans,19,37.7761297942,-122.43411698
Trash Can,Tennis Court Trash Cans,1,37.7425186701,-122.428085985
Trash Can,Children's Play Area Trash Cans,1,37.7426158673,-122.428213475
Trash Can,Hardscape Trash Can,5,37.7423487609,-122.428322392
Trash Can,Hardscape Trash Can,5,37.7423515318,-122.42829686
Trash Can,Hardscape Trash Can,5,37.7423532229,-122.428206845
Trash Can,Hardscape Trash Can,5,37.7423586704,-122.428100577
Trash Can,Hardscape Trash Can,5,37.7423572618,-122.428128061
Trash Can,Turf Trash Cans,1,37.7844531501,-122.437880431
Bench,Tennis Court 1 Trash Cans,1,37.7844486443,-122.436159017
Trash Can,Concrete Pathway Trash Can,4,37.7700691004,-122.435017273
Trash Can,Concrete Pathway Trash Can,4,37.7692679483,-122.434829873
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7878132681,-122.407417138
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7877522265,-122.407404251
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7878515456,-122.407120728
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7877950191,-122.407081202
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7876198442,-122.407156969
Trash Can,Concrete Hardscaped Area Trash Can,15,37.787642948,-122.406990857
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7878860117,-122.407009448
Trash Can,Softball Field Trash Cans,2,37.742180715,-122.427182754
Trash Can,Natural Area Trash Cans,2,37.7377058872,-122.440772002
Trash Can,Natural Area Trash Cans,2,37.7379402922,-122.440850879
Trash Can,Turf Trash Cans,1,37.7375442683,-122.420759234
Trash Can,Perennial Bed Trash Cans,2,37.7372800777,-122.419379216
Trash Can,Tennis Court 2 Trash Cans,1,37.8017279341,-122.42006269
Trash Can,Tennis Court 1 Trash Cans,1,37.8015709134,-122.420438249
Trash Can,Tennis Court 3 Trash Cans,1,37.801643563,-122.419814612
Trash Can,Basketball Court Trash Cans,1,37.8013676866,-122.420187849
Trash Can,Annex Bathroom Trash Can,1,37.7779885131,-122.45769265
Trash Can,Lawn Area Trash Can,2,37.7781965802,-122.458062059
Trash Can,Tennis Court 1 Trash Can,1,37.7791400841,-122.458114462
Trash Can,Lawn Area Trash Can,2,37.779277046,-122.457030198
Trash Can,Tennis Court Trash Can,9,37.7696607416,-122.459599725
Trash Can,Tennis Court Trash Can,9,37.7696859057,-122.458934214
Trash Can,Lawn Area Trash Can,2,37.7799700302,-122.464956625
Trash Can,Lawn Area Trash Can,2,37.7799808956,-122.464934334
Trash Can,Asphalt Pathway Trash Cans,6,37.7370198956,-122.440766464
Trash Can,Asphalt Pathway Trash Cans,6,37.7368872259,-122.440729309
Trash Can,Children's Play Area Trash Cans,1,37.7369165311,-122.440681272
Trash Can,Asphalt Pathway Trash Cans,6,37.7370637991,-122.441066693
Trash Can,Asphalt Pathway Trash Cans,6,37.7370535123,-122.441062987
Trash Can,Asphalt Pathway Trash Cans,6,37.7370456447,-122.441061446
Trash Can,Asphalt Pathway Trash Cans,6,37.7370319082,-122.441057401
Trash Can,Ballfield 2 Trash Cans,4,37.7361549767,-122.441245037
Trash Can,Ballfield 2 Trash Cans,4,37.7363760257,-122.441394502
Trash Can,Ballfield 2 Trash Cans,4,37.7363545883,-122.441402206
Trash Can,Ballfield 2 Trash Cans,4,37.7364639812,-122.44135221
Trash Can,Silver Tree Day Camp Grounds Trash Cans,1,37.7407295035,-122.44217606
Trash Can,Tennis Court 1 Trash Cans,1,37.7912405576,-122.454840976
Trash Can,Concrete Pathway Trash Cans,2,37.7908781935,-122.45383675
Trash Can,Concrete Pathway Trash Cans,2,37.7908659527,-122.453831281
Trash Can,Asphalt Pathway Trash Cans,1,37.7908498776,-122.454053005
Trash Can,Trash Can 3,1,37.7868943642,-122.466884613
Trash Can,Trash Can 4,1,37.78688794,-122.466884198
Trash Can,Trash Can 5,1,37.7874606102,-122.469256131
Trash Can not found,Trash Can 6,1,37.7874694735,-122.469364439
Trash Can,DG Path Trash Can,2,37.7872496605,-122.47124944
Trash Can,DG Path Trash Can,2,37.7872502953,-122.471211471
Trash Can,Trash Can 7,1,37.7868653549,-122.470429408
Trash Can,CPA Trash Can 1,1,37.7868063422,-122.471337725
Trash Can,CPA Trash Can 2,1,37.7868085534,-122.471310206
Trash Can,Trash Can 1,1,37.7869606026,-122.471692404
Trash Can,Trash Can 2,1,37.7869904193,-122.471694906
Trash Can,Shrubbery Trash Can,1,37.7867453343,-122.471339846
Trash Can not found,Trash Can 8,1,37.7871984818,-122.471633787
Trash Can,Softball Field 2 Trash Can,1,37.7376243739,-122.498681219
Trash Can,Multi-Use Paved Play Area Trash Cans,1,37.7576700004,-122.415172851
Trash Can,Paved Soccer Pitch Trash Cans,1,37.7573885425,-122.415137013
Trash Can,Tennis Court Trash Cans,1,37.7575050152,-122.41555038
Trash Can,Non-Landscaped Greenspace Trash Cans,2,37.7660578175,-122.442417293
Trash Can,Asphalt Pathway Trash Can,2,37.7697684046,-122.442080343
Trash Can,Asphalt Pathway Trash Can,2,37.7698358243,-122.442015843
Trash Can,Natural Area Trash Cans,5,37.7699761548,-122.441601464
Trash Can,Natural Area Trash Cans,5,37.769982802,-122.441581726
Trash Can,Asphalt Pathway Trash Can,2,37.7699750939,-122.440130024
Trash Can,Asphalt Pathway Trash Can,2,37.7699753887,-122.440112113
Trash Can,Lang Field 1 Trash Cans,2,37.7812002518,-122.424989042
Trash Can,Lang Field 1 Trash Cans,2,37.7811690787,-122.425231057
Trash Can,Hardscaped Area Trash Cans,2,37.7810524797,-122.425303487
Trash Can,Turf Trash Cans,1,37.7808269529,-122.425378581
Trash Can,Hardscaped Area Trash Cans,2,37.7805382209,-122.425481874
Trash Can,Basketball Court 1 Trash Cans,1,37.7805024714,-122.426050314
Trash Can,Tennis Court 2 Trash Cans,1,37.7808207028,-122.426632891
Trash Can,Tennis Court 1 Trash Cans,1,37.7809959379,-122.427022713
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7882090772,-122.40713094
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7882073185,-122.407492089
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7881893957,-122.407640841
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7882287009,-122.408038033
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7877647632,-122.407891309
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7876941599,-122.407863769
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7875377601,-122.407889593
Trash Can,Concrete Hardscaped Area Trash Can,15,37.7877321207,-122.407536481
Trash Can,Upper Reservoir Parking Lot Trash Can,1,37.7204295403,-122.417341885
Trash Can,Jerry Garcia Turf Trash Can,1,37.7206466639,-122.417307588
Trash Can,Upper Reservoir Picnic Area Trash Can,7,37.721830418,-122.420841199
Trash Can,Upper Reservoir Picnic Area Trash Can,7,37.7218191177,-122.420836159
Trash Can,Upper Reservoir Picnic Area Trash Can,7,37.7218068305,-122.420830679
Trash Can,Upper Reservoir Picnic Area Trash Can,7,37.7216922949,-122.420339912
Trash Can,Upper Reservoir Picnic Area Trash Can,7,37.7216909178,-122.420323273
Trash Can,Upper Reservoir Picnic Area Trash Can,7,37.721691256,-122.420302527
Trash Can,Upper Reservoir Parking Lot Trash Can,1,37.7219620712,-122.423191708
Trash Can,West Asphalt Pathway Trash Cans,1,37.7231149338,122.424464516
Trash Can,Upper Reservoir Picnic Area Trash Can,7,37.721620549,-122.422180953
Trash Can,Asphalt Pathway Trash Cans,3,37.734471557,-122.376092144
Trash Can,Asphalt Pathway Trash Cans,3,37.7337173473,-122.376293038
Trash Can,Asphalt Pathway Trash Cans,3,37.7337507125,-122.37628175
Trash Can,Turf Trash Cans,3,37.7472220949,-122.410835367
Trash Can,Picnic Area Trash Cans,3,37.7470636583,-122.410814932
Trash Can,Picnic Area Trash Cans,3,37.7470536777,-122.410807405
Trash Can,Picnic Area Trash Cans,3,37.7470429893,-122.41079895
Trash Can,Concrete Pathway Trash Cans,3,37.746944475,-122.411578023
Trash Can,Turf Trash Cans,3,37.7468942721,-122.412403779
Trash Can,Concrete Pathway Trash Cans,3,37.7468711339,-122.413411888
Trash Can,Concrete Pathway Trash Cans,3,37.7468737956,-122.413398435
Trash Can,Turf Trash Cans,1,37.7855005233,-122.442440674
Trash Can,Shrubbery Trash Cans,1,37.7865951722,-122.432329724
Trash Can,Non-Landscaped Greenspace Trash Can,1,37.7863428153,-122.432258707
Trash Can,Mulch Pathway Trash Cans,1,37.7624873522,-122.406103669
Trash Can,Corwin Community Garden Trash Cans,1,37.7573640595,-122.440194014
Trash Can,Asphalt Path Trash Cans,1,37.7964875513,-122.417497076
Trash Can,Children's Play Area Trash Can,1,37.7127242399,-122.408987268
Trash Can,Softball Field Trash Cans,3,37.7913142993,-122.452232296
Trash Can,Softball Field Trash Cans,3,37.7913043527,-122.45222815
Trash Can,Softball Field Trash Cans,3,37.7912905711,-122.452222933
Trash Can,Picnic Area Trash Cans,2,37.7912618067,-122.453640665
Trash Can,Picnic Area Trash Cans,2,37.7912717895,-122.453639961
Trash Can,Children's Play Area Trash Cans,2,37.791150074,-122.453932958
Trash Can,Children's Play Area Trash Cans,2,37.7909557173,-122.453876135
Trash Can,Tennis Court 4 Trash Cans,1,37.7911529938,-122.454221028
Trash Can,Basketball Court Trash Cans,1,37.7912852056,-122.454325054
Trash Can,Tennis Court 2 Trash Cans,1,37.7913326893,-122.454554928
Trash Can,Children's Play Area Trash Cans,1,37.7590241115,-122.418358201
Trash Can,DG Pathways Trash Cans,2,37.7589944559,-122.418204327
Trash Can,DG Pathways Trash Cans,2,37.7588685479,-122.418230713
Trash Can,Concrete Pathway Trash Cans,5,37.7545845268,-122.41337355
Trash Can,Concrete Pathway Trash Cans,5,37.754537849,-122.413527642
Trash Can,Children's Play Area Trash Cans,1,37.7544629291,-122.413783486
Trash Can,Concrete Pathway Trash Cans,5,37.7543094587,-122.413707007
Trash Can,Ramp Trash Can,1,37.754243905,-122.414026879
Trash Can,Concrete Pathway Trash Cans,5,37.7542824787,-122.413830393
Trash Can,Concrete Pathway Trash Cans,5,37.7542823227,-122.413840001
Trash Can,Shrubbery Trash Cans,1,37.7492260792,-122.422408239
Trash Can,Concrete Pathway Trash Cans,1,37.7497173232,-122.42176614
Trash Can,Children's Play Area Trash Cans,1,37.795909491,-122.410456092
Trash Can,Concrete Hardscaped Area Trash Cans,2,37.7958101445,-122.410459791
Trash Can,Concrete Hardscaped Area Trash Cans,2,37.7958738844,-122.410421864
Trash Can,Perennial Bed Trash Cans,2,37.7959786096,-122.410275402
Trash Can,Perennial Bed Trash Cans,2,37.7959629284,-122.410375095
Trash Can,Perennial Bed Trash Cans,3,37.765520536,-122.410170579
Trash Can,Perennial Bed Trash Cans,3,37.7655436847,-122.409788933
Trash Can,Asphalt Pathway Trash Cans,2,37.7654458555,-122.409779494
Trash Can,Turf Trash Cans,7,37.7654989179,-122.409301493
Trash Can,Turf Trash Cans,7,37.7654397229,-122.409289998
Trash Can,Asphalt Pathway Trash Cans,2,37.7654530188,-122.408809774
Trash Can,Turf Trash Cans,7,37.7650044413,-122.40866794
Trash Can,Turf Trash Cans,7,37.7648036808,-122.408842303
Trash Can,Turf Trash Cans,7,37.7647979174,-122.409258745
Trash Can,Turf Trash Cans,7,37.7648084312,-122.409082243
Trash Can,Turf Trash Cans,7,37.7647041479,-122.408754972
Trash Can,Picnic Area Trash Cans,2,37.7646039766,-122.409688426
Trash Can,Picnic Area Trash Cans,2,37.7645846069,-122.409538443
Trash Can,Perennial Bed Trash Cans,3,37.7654261573,-122.410343615
Trash Can,Multi-Use Paved Play Areas Trash Cans,3,37.7849311863,-122.415504773
Trash Can,Multi-Use Paved Play Areas Trash Cans,3,37.7847297107,-122.415397151
Trash Can,Multi-Use Paved Play Areas Trash Cans,3,37.7847763432,-122.415091077
Trash Can,Preschool Children's Play Area Trash Cans,2,37.7828165285,-122.415905587
Trash Can,Preschool Children's Play Area Trash Cans,2,37.7826918922,-122.415902371
Trash Can,Children's Play Area Trash Cans,2,37.7855174301,-122.418151328
Trash Can,Children's Play Area Trash Cans,2,37.7852765465,-122.418206362
Trash Can,Perennial Bed Trash Cans,2,37.7853811437,-122.41808558
Trash Can,Perennial Bed Trash Cans,2,37.7854188602,-122.418091415
Trash Can,Concrete Pathway Trash Cans,3,37.7786025695,-122.406517676
Trash Can,Perennial Bed Trash Cans,1,37.7786281966,-122.406365302
Trash Can,Concrete Pathway Trash Cans,3,37.7785440591,-122.40611829
Trash Can,Turf Trash Cans,1,37.7783216819,-122.406244973
Trash Can,Concrete Pathway Trash Cans,3,37.7785909962,-122.406010593
Trash Can,Turf Trash Cans,13,37.7820373371,-122.393461404
Trash Can,Turf Trash Cans,13,37.7819276986,-122.393617219
Trash Can,Turf Trash Cans,13,37.7818071601,-122.393784568
Trash Can,Turf Trash Cans,13,37.7817119203,-122.393960998
Trash Can,Turf Trash Cans,13,37.7816303418,-122.394013054
Trash Can,Turf Trash Cans,13,37.7815929641,-122.394138706
Trash Can,Turf Trash Cans,13,37.7815887142,-122.393794184
Trash Can,Turf Trash Cans,13,37.7814682306,-122.393958158
Trash Can,Turf Trash Cans,13,37.7814054866,-122.394029113
Trash Can,Turf Trash Cans,13,37.7814190141,-122.394270748
Trash Can,Turf Trash Cans,13,37.7813448298,-122.394386969
Trash Can,Turf Trash Cans,13,37.7812586238,-122.394501197
Trash Can,Turf Trash Cans,13,37.7811505009,-122.394562558
Trash Can,Brick Pathway Trash Cans,10,37.7847139253,-122.411690325
Trash Can,Brick Pathway Trash Cans,10,37.7846200454,-122.411779499
Trash Can,Brick Pathway Trash Cans,10,37.7843323638,-122.412087572
Trash Can,Brick Pathway Trash Cans,10,37.7842662367,-122.412180852
Trash Can,Brick Pathway Trash Cans,10,37.7843785317,-122.412173566
Trash Can,Brick Pathway Trash Cans,10,37.7842875418,-122.412361189
Trash Can,Brick Pathway Trash Cans,10,37.784241976,-122.412348708
Trash Can,Brick Pathway Trash Cans,10,37.7842320736,-122.412295308
Trash Can,Brick Pathway Trash Cans,10,37.7841495429,-122.412403996
Trash Can,Brick Pathway Trash Cans,10,37.7841918344,-122.412286358
Trash Can,Concrete Pathway Trash Cans,2,37.7786900158,-122.418042397
Trash Can,Hardscaped Area Trash Cans,19,37.7790471974,-122.418135966
Trash Can,Hardscaped Area Trash Cans,19,37.7791366312,-122.417815906
Trash Can,Hardscaped Area Trash Cans,19,37.7787726925,-122.417679034
Trash Can,DG Paths Trash Cans,2,37.7788887413,-122.417164037
Trash Can,Hardscaped Area Trash Cans,19,37.7791835386,-122.417288647
Trash Can,DG Paths Trash Cans,2,37.7791916472,-122.417065786
Trash Can,Concrete Pathway Trash Cans,2,37.7792509977,-122.416934488
Trash Can,Hardscaped Area Trash Cans,19,37.7792781452,-122.418032256
Trash Can,Turf Trash Cans,3,37.7793689881,-122.417604439
Trash Can,Turf Trash Cans,3,37.7793372177,-122.417287477
Trash Can,Hardscaped Area Trash Cans,19,37.7795681125,-122.418089529
Trash Can,Hardscaped Area Trash Cans,19,37.7795788624,-122.417624833
Trash Can,Hardscaped Area Trash Cans,19,37.7797128645,-122.418250965
Trash Can,Hardscaped Area Trash Cans,19,37.780098842,-122.418323296
Trash Can,Hardscaped Area Trash Cans,19,37.7801241072,-122.418097774
Trash Can,Hardscaped Area Trash Cans,19,37.7797494985,-122.417949825
Trash Can,Turf Trash Can,3,37.7266264544,-122.500790826
Trash Can,Turf Trash Can,3,37.7266092194,-122.500818505
Trash Can,Turf Trash Can,3,37.7266315618,-122.500819107
Trash Can,Asphalt Pathway Trash Can,3,37.7254831977,-122.499669402
Trash Can,Asphalt Pathway Trash Can,3,37.7254933148,-122.499655979
Trash Can,Concrete Hardscaped Area Trash Cans,1,37.7641993863,-122.420258579
Trash Can,Hardscaped Area Trash Cans,19,37.7800968177,-122.417987971
Trash Can,Hardscaped Area Trash Cans,19,37.7801172703,-122.417638647
Trash Can,Hardscaped Area Trash Cans,19,37.7799111281,-122.417350336
Trash Can,Hardscaped Area Trash Cans,19,37.7799286828,-122.417440223
Trash Can,Hardscaped Area Trash Cans,19,37.7801363898,-122.417825233
Trash Can,Hardscaped Area Trash Cans,19,37.7798804439,-122.417140223
Trash Can,Hardscaped Area Trash Cans,19,37.7801241135,-122.417389288
Trash Can,Turf Trash Cans,3,37.7796625152,-122.417174706
Trash Can,Concrete Pathway Trash Can,2,37.7095537495,-122.446684478
Trash Can,Concrete Hardscaped Area Trash Cans,3,37.7959347066,-122.420474612
Trash Can,Concrete Hardscaped Area Trash Cans,3,37.7957081616,-122.420710688
Trash Can,Concrete Hardscaped Area Trash Cans,3,37.7959147198,-122.420844476
Trash Can,Tennis Court Trash Cans,1,37.7957865801,-122.420953773
Trash Can,Asphalt Pathway Trash Can,7,37.737995147,-122.506780447
Trash Can,Asphalt Pathway Trash Can,7,37.7417086823,-122.507311406
Trash Can,Asphalt Pathway Trash Can,7,37.7454276246,-122.507744892
Trash Can,Asphalt Pathway Trash Can,7,37.7491544832,-122.508232407
Trash Can,Asphalt Pathway Trash Can,7,37.7528810731,-122.508746377
Trash Can,Asphalt Pathway Trash Can,7,37.7565981731,-122.509210527
Trash Can,Asphalt Pathway Trash Can,7,37.7603049852,-122.50973486
Trash Can,Pro Shop Trash Can,3,37.7698415373,-122.459610417
Trash Can,Pro Shop Trash Can,3,37.7698584816,-122.459675014
Trash Can,Pro Shop Trash Can,3,37.769959569,-122.459626361
Trash Can,Tennis Court Trash Can,9,37.7700032835,-122.459541651
Trash Can,Tennis Court Trash Can,9,37.7700574757,-122.458590692
Trash Can,Tennis Court Trash Can,9,37.7704080859,-122.458612768
Trash Can,Tennis Court Trash Can,9,37.7703468782,-122.459561573
Trash Can,Tennis Court Trash Can,9,37.7705514056,-122.459039944
Trash Can,Tennis Court Trash Can,9,37.7707748788,-122.458126379
Trash Can,Tennis Court Trash Can,1,37.7705561982,-122.459264228
Trash Can,Tennis Court Trash Can,9,37.7706134745,-122.458563133
Trash Can,Asphalt Pathway Trash Cans,1,37.8011891031,-122.416902462
Trash Can,Basketball Half-Court Trash Cans,1,37.8011026728,-122.416689573
Trash Can,DG Pathway Trash Cans,2,37.8010712482,-122.417089942
Trash Can,DG Pathway Trash Cans,2,37.800923581,-122.417051515
Trash Can,Synthetic Field Soccer/Football Trash Cans,3,37.7391589976,-122.385600479
Trash Can,Synthetic Field Soccer/Football Trash Cans,3,37.7391004945,-122.385495655
Trash Can,Synthetic Field Soccer/Football Trash Cans,3,37.7389958795,-122.385309288
Trash Can,Tot's Play Area Trash Cans,1,37.7380282417,-122.384237591
Trash Can,Children's Play Area Trash Cans,1,37.7381645079,-122.384041261
Trash Can,Picnic Area Trash Cans,1,37.7383474988,-122.384002269
Trash Can,Concrete Pathway Trash Cans,1,37.7384096503,-122.38376502
Trash Can,Adam Rodgers Trash Cans,1,37.7309532196,-122.383967667
Trash Can,Adam Rodgers Lawn Trash Cans,2,37.7308417727,-122.383735379
Trash Can,Adam Rodgers Lawn Trash Cans,2,37.7305260276,-122.383588714
Trash Can,Turf Trash Cans,3,37.8068415072,-122.44677105
Trash Can,Turf Trash Cans,3,37.8069470927,-122.44635571
Trash Can,Turf Trash Cans,3,37.8071693745,-122.445503949
Trash Can,Sunnydale/Mansell Picnic Area Trash Can,1,37.7172304545,-122.425439077
Trash Can,West Turf Trash Cans,1,37.7175673089,-122.425766114
Trash Can,Wilde Reservoir Picnic Area Trash Can,1,37.7190388892,-122.409125264
Trash Can,East Turf Trash Can,3,37.7185663894,-122.410180873
Trash Can,East Turf Trash Can,3,37.7184953828,-122.410460629
Trash Can,Wilde Reservoir Picnic Area 2 Trash Can,2,37.7185171785,-122.411198342
Trash Can,Wilde Reservoir Picnic Area 2 Trash Can,2,37.7185071929,-122.41109847
Trash Can,Natural Area Trash Can,1,37.7179905648,-122.412346707
Trash Can,West Non-Landscaped Greenspace Trash Can,1,37.7173467589,-122.424294133
Trash Can,Mansell Tennis Courts Picnic Area Trash Can,2,37.7200225242,-122.412828229
Trash Can,Mansell Tennis Courts Picnic Area Trash Can,2,37.720092887,-122.412661187
Trash Can,East Turf Trash Can,3,37.7195705103,-122.413510882
Trash Can,Concrete Path Trash Cans,5,37.7855363173,-122.499843389
Trash Can,Concrete Path Trash Cans,5,37.7856098532,-122.499630319
Trash Can,Concrete Path Trash Cans,5,37.7856618726,-122.499134359
Trash Can,Concrete Path Trash Cans,5,37.7852823646,-122.499256771
Trash Can,Concrete Path Trash Cans,5,37.7850695645,-122.49939125
Trash Can,DG Pathway Trash Can,5,37.7122954786,-122.489090784
Trash Can,DG Pathway Trash Can,5,37.7124709644,-122.488741001
Trash Can,DG Pathway Trash Can,5,37.7085125971,-122.486136219
Trash Can,DG Pathway Trash Can,5,37.7131422845,-122.486009345
Trash Can,DG Pathway Trash Can,5,37.7127455745,-122.485700828
Trash Can,Boathouse Picnic Area Trash Can,7,37.7267314304,-122.500162199
Trash Can,Boathouse Picnic Area Trash Can,7,37.7267220417,-122.500344874
Trash Can,Boathouse Picnic Area Trash Can,7,37.726713998,-122.499872386
Trash Can,Boathouse Picnic Area Trash Can,7,37.7266799049,-122.499658641
Trash Can,Boathouse Picnic Area Trash Can,7,37.7266064441,-122.499459665
Trash Can,Boathouse Picnic Area Trash Can,7,37.7264129555,-122.499171274
Trash Can,Boathouse Picnic Area Trash Can,7,37.726203279,-122.499013488
Trash Can,Asphalt Pathway Trash Can,3,37.7266508192,-122.500590085
Trash Can,Asphalt Hardscaped Area Trash Cans,4,37.7142433293,-122.450064574
Trash Can,Asphalt Hardscaped Area Trash Cans,4,37.714234682,-122.450054171
Trash Can,Asphalt Hardscaped Area Trash Cans,4,37.7142245664,-122.450043729
Trash Can,Asphalt Hardscaped Area Trash Cans,4,37.7142159345,-122.450032401
Trash Can,Soccer - Trash Cans,,37.7144308377,-122.429050263
Trash Can,Turf - Trash Cans,4,37.7140622848,-122.429869637
Trash Can,Turf - Trash Cans,4,37.7136311746,-122.430009088
Trash Can,Turf - Trash Cans,4,37.7133148041,-122.430145239
Trash Can,Turf - Trash Cans,4,37.7131242174,-122.428081528
Trash Can,Turf - Trash Cans,4,37.713199494,-122.428052097
Trash Can,Turf - Trash Cans,4,37.7139860234,-122.427827702
Trash Can,Turf - Trash Cans,4,37.7142332286,-122.427652086
Trash Can,Skatepark - Trash Cans,3,37.7137452235,-122.42767229
Trash Can,Skatepark - Trash Cans,3,37.713757271,-122.42767092
Trash Can,Skatepark - Trash Cans,3,37.7137707095,-122.427666223
Trash Can,Turf - Trash Cans,4,37.7144334283,-122.428727897
Trash Can,Turf - Trash Cans,4,37.7143523146,-122.42837763
Trash Can,Turf - Trash Cans,4,37.7136402795,-122.427879809
Trash Can,Turf - Trash Cans,4,37.7130826028,-122.428073904
Picnic Table,Spreckels Lake Picnic Table,1,37.7716682573,-122.494941862
Trash Can,Spreckels Lake Trash Can,1,37.7716809874,-122.49489414
Trash Can,Spreckels Lake Trash Can,1,37.7709488406,-122.495604436
Trash Can,Graham Field Trash Can,4,37.7675398445,-122.465771319
Trash Can,Graham Field Trash Can,4,37.7675919034,-122.465662781
Trash Can,Graham Field Trash Can,4,37.7679385359,-122.465097434
Trash Can,Graham Field Trash Can,4,37.767833278,-122.465755433
Trash Can,Nealon Field Trash Can,3,37.7681025924,-122.464507901
Trash Can,Nealon Field Trash Can,3,37.768133264,-122.463990698
Trash Can,Handball/Raquetball Trash Can,1,37.7685701355,-122.464941872
Trash Can,Nealon Field Trash Can,3,37.7683210283,-122.464244048
Trash Can,Nursery & Maintenance Yard Trash Can,1,37.766988072,-122.462247972
Trash Can,Rose Garden Trash Can,1,37.7720397044,-122.47116295
Trash Can,Fulton CPA Trash Can,3,37.7730766429,-122.467594749
Trash Can,Fulton CPA Trash Can,3,37.77268343,-122.467866709
Trash Can,Fulton CPA Trash Can,3,37.7726841318,-122.467824671
Trash Can,Alley of Humanitarians Trash Can,1,37.7726203682,-122.464356369
Trash Can,Asphalt Pathway Trash Can,1,37.7697897709,-122.46043952
Trash Can,Lawn Trash Can,13,37.7729220955,-122.445461791
Trash Can,Lawn Trash Can,13,37.7730025856,-122.444567701
Trash Can,Lawn Trash Can,13,37.7730967177,-122.443842557
Trash Can,Lawn Trash Can,13,37.773124641,-122.443003287
Trash Can,Lawn Trash Can,13,37.773278048,-122.441957296
Trash Can,Lawn Trash Can,13,37.7717229927,-122.452706956
Trash Can,Lawn Trash Can,13,37.7715711185,-122.451798777
Trash Can,Lawn Trash Can,13,37.7716949331,-122.449792387
Trash Can,Lawn Trash Can,13,37.7719136639,-122.448821844
Trash Can,Lawn Trash Can,13,37.7721525425,-122.447497355
Trash Can,Lawn Trash Can,13,37.7725725315,-122.447766708
Trash Can,Lawn Trash Can,13,37.7722341278,-122.44761064
Trash Can,Lawn Trash Can,13,37.772665777,-122.447318556
Trash Can,Kezar Stadium Trash Can,3,37.7662953082,-122.455503087
Trash Can,Kezar Stadium Trash Can,3,37.7662959877,-122.455236448
Trash Can,Kezar Stadium Trash Can,3,37.7664483895,-122.454798825
Trash Can,Oak Woodland Trash Can,1,37.7739161966,-122.456354729
Trash Can,Hayes Street Entrance Trash Can,1,37.7728993644,-122.454700242
Trash Can,Haight St Entrance Trash Can,2,37.7692191415,-122.453853392
Trash Can,Sharon Meadow Trash Can,10,37.7689571209,-122.456243607
Trash Can,Sharon Meadow Trash Can,10,37.7692260925,-122.456445396
Trash Can,Sharon Meadow Trash Can,10,37.7695716826,-122.458016794
Trash Can,Sharon Meadow Trash Can,10,37.7694783366,-122.458097779
Trash Can,Sharon Meadow Trash Can,10,37.7695516904,-122.457891097
Trash Can,Little Rec Trash Can,1,37.7688188526,-122.456592288
Trash Can,Sharon Meadow Trash Can,10,37.7694162145,-122.458735893
Trash Can,Trash Can @ Transverse & Middle,1,37.7679611498,-122.479998045
Trash Can,25th & JFK Trash Can,2,37.766636614,-122.482275125
Trash Can,Glen Eagle Trash Can,4,37.7673573095,-122.485547708
Trash Can,Strawberry Hill Trash Can,2,37.768805161,-122.474593526
Trash Can,Strawberry Hill Trash Can,2,37.768432047,-122.473664435
